datetime,spx_ret,dvix,AAPL_ret,MSFT_ret,JNJ_ret,GOOGL_ret,WMT_ret,JPM_ret,KO_ret,NVDA_ret
2026-02-04,-0.0050853228999764,0.6400000000000006,0.0256804778506313,0.0072207728325165,0.0058601018909329,-0.019829709585718,0.0022681954114466,0.0076568114378661,0.0059647479749855,-0.0346973005823903
2026-02-05,-0.0123266322742917,3.129999999999999,-0.0020999283603744,-0.0508118108500035,0.0140602832951614,-0.005389225586288,-0.0083157300412931,-0.022664853009944,0.0148854281910892,-0.0133500985825759
2026-02-06,0.0195043580918789,-4.009999999999998,0.0079779496481011,0.0187974986639882,0.0092093245794392,-0.0256545845710485,0.0328558919872654,0.0387047172697994,0.0066015220067197,0.0757730302029675
2026-02-09,0.0046801149243004,-0.40000000000000213,-0.0126643513372113,0.0305888296363187,-0.005641115600752,0.0045118899743065,-0.0166029947614937,-0.0009309542953199,-0.0135033898953753,0.0246649872089586
2026-02-10,-0.0033092159636613,0.4299999999999997,-0.0034287832242565,-0.0007981908099713,-0.0012159585556583,-0.0178570618371976,-0.0181453437770022,-0.0119305578278192,-0.014989297310918,-0.0079243903507163
2026-02-11,-4.897978000417709e-05,-0.14000000000000057,0.0066280879236198,-0.02177083196596,0.0104756701814991,-0.0242093343225244,0.0162057799585991,-0.0237175320218681,0.0230368594245702,0.0079770094672536
2026-02-12,-0.0157848761337019,3.1700000000000017,-0.0512741905486334,-0.0062763009764987,0.0152039351530324,-0.0063230096462221,0.037121750202863,-0.0266699861626921,0.0050761530318607,-0.0164994856808204
2026-02-13,0.0004989417709712,0.379999999999999,-0.0229957380391618,-0.0012948853843771,-0.0045082043566564,-0.010671626523062,0.0018689498207324,-0.0002974272564432,-0.004058858946163,-0.0223403476354435
2026-02-17,0.0010307478073486,-0.9100000000000001,0.031176754349496,-0.0111755404003059,-0.0004930358783467,-0.0121764100270404,-0.0383696302109141,0.0150245576567746,0.0111224604649131,0.0117462876474636
2026-02-18,0.0055506597013469,-0.6699999999999982,0.0017795283267892,0.0068804731172922,0.0067988466348244,0.0043280814237743,-0.0174584619823935,0.0053579384886752,-0.0008802264007502,0.0161419244256977
2026-02-19,-0.0028261268009801,0.6099999999999994,-0.0143640669066738,-0.0028569299937212,0.0078065043733756,-0.001583688344461,-0.0139172789889267,-0.0023669417532007,-0.0073232650520776,-0.0004256677727356
2026-02-20,0.0069158095471729,-1.1400000000000006,0.0152337472594484,-0.003091658760902,-0.0180634253447005,0.0392715113194784,-0.0151701448727346,0.0088553354831101,0.0117166694702649,0.0101663482829263
2026-02-23,-0.0104399933920968,1.9200000000000017,0.0060291086241762,-0.0326496955250829,0.0137204454083664,-0.0111419097629623,0.0226697811087205,-0.0431319525897133,0.0089776164070983,0.0090726164443118
2026-02-24,0.0076225144746425,-1.4600000000000009,0.0221438681043023,0.0117135811237539,0.0017881822207801,-0.0018959179187642,0.007443810108253,-0.0012437603499245,0.0019841276350466,0.0067638135075786
2026-02-25,0.0081034253287755,-1.620000000000001,0.0076505305711248,0.0293840796132716,-0.0045172525689883,0.0064123336101283,-0.0079208334914439,0.0199806846904834,-0.003101931887312,0.013954553056208
2026-02-26,-0.0053800240775697,0.6999999999999993,-0.0046785421060705,0.0027919052934204,-0.0069581158269456,-0.0177988834956704,-0.0106328698929748,0.0092874336416345,0.0003727402664762,-0.0561061840681834
2026-02-27,-0.004348797881099,1.2300000000000004,-0.0326579392320491,-0.0226075132030541,0.020167384066643,0.0141488938512879,0.027976623518924,-0.0192278733468853,0.0130817612817367,-0.0425384504722833
2026-03-02,0.0003982413482378,1.5800000000000018,0.0020419746176394,0.0146851455518481,0.0005231493710735,-0.0169506549282502,-0.0066653844103894,-0.009166089666144,-0.0165660853643476,0.0294179748061545
2026-03-03,-0.0094888745108425,2.129999999999999,-0.0036709788230805,0.0134086347479676,-0.007308586771201,-0.0096378389034904,0.0063527134158933,0.0090328806610181,-0.0110304452557226,-0.0134059878812481
2026-03-04,0.0077261085487365,-2.4200000000000017,-0.0046744151847542,0.0031391767526281,-0.0058937270491473,-0.0014834107976431,-0.0007821054676786,-0.0029016946900283,-0.0157523582405439,0.0164701180965486
2026-03-05,-0.0056627020540441,2.6000000000000014,-0.0085308755538726,0.0134335500562356,-0.0233858841799668,-0.007450242238989,-0.0358432762611838,-0.0196990887839355,-0.0137951004807658,0.0016376443421965
2026-03-06,-0.013365729048958,5.739999999999998,-0.0109320258201611,-0.0041969706816488,0.0032081355765758,-0.0078745818988943,0.0039658503680566,-0.0139617725122679,0.0001298111249956,-0.0305705498406367
